,CodaViolation,Condition,Filler,Item,OnsetViolation,ReactionTime,SelectedTest,Subject,TestPosition,TrialNumber,Version,Vowel
2437,1,BB,flelg,9,1,4006,0,A3MM9HW5JJF8WJ,1,29,2,u
2448,0,BG,gwempt,0,1,14845,0,A3OXN4N4X861SC,1,3,2,a
2449,0,GG,shesp,6,0,1511,1,A3OXN4N4X861SC,1,4,2,a
2450,0,BG,spup,20,1,1659,1,A3OXN4N4X861SC,0,5,2,u
2451,0,GG,brur,14,0,1463,1,A3OXN4N4X861SC,1,6,2,i
2455,1,GB,spelsh,7,0,1238,0,A3OXN4N4X861SC,0,10,2,i
2456,1,GB,gwald,15,0,1286,0,A3OXN4N4X861SC,1,11,2,o
2457,0,GG,trilb,10,0,917,1,A3OXN4N4X861SC,0,12,2,o
2458,0,BG,glagd,16,1,1418,1,A3OXN4N4X861SC,1,13,2,e
2459,1,BB,slils,9,1,1152,0,A3OXN4N4X861SC,0,14,2,u
2460,0,BG,blelth,8,1,1332,1,A3OXN4N4X861SC,1,15,2,e
2461,1,BB,gralfth,21,1,1313,0,A3OXN4N4X861SC,1,16,2,o
2462,1,BB,flelg,1,1,1208,1,A3OXN4N4X861SC,1,17,2,e
2463,0,GG,shrelth,2,0,914,0,A3OXN4N4X861SC,0,18,2,o
2464,1,GB,felmth,11,0,1859,1,A3OXN4N4X861SC,0,19,2,oo
2465,1,BB,throth,13,1,1470,1,A3OXN4N4X861SC,1,20,2,e
2466,0,GG,skuck,18,0,843,1,A3OXN4N4X861SC,0,21,2,a
2467,0,GG,skoths,22,0,7253,1,A3OXN4N4X861SC,1,22,2,i
2468,0,BG,dwoond,4,1,1263,0,A3OXN4N4X861SC,1,23,2,u
2469,1,GB,sklime,23,0,956,0,A3OXN4N4X861SC,0,24,2,oo
2470,1,GB,smim,19,0,1060,0,A3OXN4N4X861SC,1,25,2,e
2471,0,BG,fashk,12,1,692,1,A3OXN4N4X861SC,0,26,2,a
2472,1,GB,threlt,3,0,832,0,A3OXN4N4X861SC,0,27,2,i
2473,1,BB,skralk,5,1,959,0,A3OXN4N4X861SC,0,28,2,oo
2474,1,BB,sloond,17,1,756,1,A3OXN4N4X861SC,0,29,2,oo
2484,0,BG,felmth,3,1,3231,0,A3OXZL8VVD0UUH,1,2,3,i
2485,0,GG,fashk,21,0,2522,1,A3OXZL8VVD0UUH,1,3,3,o
2486,0,GG,gwempt,1,0,1780,1,A3OXZL8VVD0UUH,1,4,3,e
2487,0,GG,gwald,13,0,1574,1,A3OXZL8VVD0UUH,0,5,3,e
2488,1,BB,sklime,20,1,2060,0,A3OXZL8VVD0UUH,1,6,3,u
2490,1,GB,skralk,14,0,2068,0,A3OXZL8VVD0UUH,0,8,3,i
2491,0,BG,brur,7,1,2413,1,A3OXZL8VVD0UUH,0,9,3,i
2492,0,GG,blelth,17,0,3165,1,A3OXZL8VVD0UUH,0,10,3,oo
2493,1,GB,spelsh,22,0,2221,0,A3OXZL8VVD0UUH,1,11,3,i
2494,1,BB,skuck,0,1,1397,0,A3OXZL8VVD0UUH,1,12,3,a
2495,1,GB,glagd,6,0,2132,1,A3OXZL8VVD0UUH,0,13,3,a
2496,1,GB,skoths,18,0,1965,0,A3OXZL8VVD0UUH,1,14,3,a
2497,1,BB,shrelth,8,1,3172,0,A3OXZL8VVD0UUH,1,15,3,e
2498,0,BG,smim,23,1,3645,1,A3OXZL8VVD0UUH,0,16,3,oo
2499,0,BG,shesp,11,1,2531,1,A3OXZL8VVD0UUH,0,17,3,oo
2502,1,BB,trilb,4,1,2612,0,A3OXZL8VVD0UUH,1,20,3,u
2503,0,GG,threlt,5,0,2262,1,A3OXZL8VVD0UUH,0,21,3,oo
2504,0,BG,flelg,19,1,2973,0,A3OXZL8VVD0UUH,1,22,3,e
2505,1,GB,gralfth,10,0,2436,0,A3OXZL8VVD0UUH,1,23,3,o
2506,1,BB,spup,16,1,1373,0,A3OXZL8VVD0UUH,1,24,3,e
2507,0,BG,throth,15,1,1565,0,A3OXZL8VVD0UUH,0,25,3,o
2508,0,GG,dwoond,9,0,1861,1,A3OXZL8VVD0UUH,1,26,3,u
2510,1,GB,sloond,2,0,1677,0,A3OXZL8VVD0UUH,1,28,3,o
2511,1,BB,slils,12,1,2061,0,A3OXZL8VVD0UUH,1,29,3,a
2521,1,BB,gwald,5,1,5599,0,A3Q6YRWUMALT6D,0,2,2,oo
2522,0,GG,skuck,10,0,2255,1,A3Q6YRWUMALT6D,1,3,2,o
2523,1,GB,brur,11,0,1769,0,A3Q6YRWUMALT6D,1,4,2,oo
2525,1,BB,throth,1,1,2034,0,A3Q6YRWUMALT6D,0,6,2,e
2527,1,BB,shesp,21,1,2285,0,A3Q6YRWUMALT6D,0,8,2,o
2528,1,GB,spelsh,23,0,4068,0,A3Q6YRWUMALT6D,1,9,2,oo
2529,0,BG,sklime,4,1,1831,0,A3Q6YRWUMALT6D,0,10,2,u
2531,1,BB,spup,9,1,1951,0,A3Q6YRWUMALT6D,1,12,2,u
2533,0,GG,slils,18,0,4409,1,A3Q6YRWUMALT6D,1,14,2,a
2534,0,GG,smim,22,0,3908,1,A3Q6YRWUMALT6D,0,15,2,i
2535,0,GG,glagd,2,0,1341,1,A3Q6YRWUMALT6D,1,16,2,o
2536,0,GG,dwoond,6,0,1720,1,A3Q6YRWUMALT6D,0,17,2,a
2537,0,BG,shrelth,20,1,4076,0,A3Q6YRWUMALT6D,1,18,2,u
2538,1,GB,flelg,19,0,2732,0,A3Q6YRWUMALT6D,1,19,2,e
2539,0,BG,sloond,0,1,1939,0,A3Q6YRWUMALT6D,0,20,2,a
2540,0,BG,gwempt,8,1,2047,0,A3Q6YRWUMALT6D,0,21,2,e
2541,0,GG,trilb,14,0,1688,1,A3Q6YRWUMALT6D,1,22,2,i
2542,1,BB,blelth,17,1,2612,1,A3Q6YRWUMALT6D,1,23,2,oo
2543,1,GB,threlt,7,0,2274,0,A3Q6YRWUMALT6D,0,24,2,i
2544,0,BG,gralfth,16,1,3525,0,A3Q6YRWUMALT6D,0,25,2,e
2545,1,BB,felmth,13,1,1437,0,A3Q6YRWUMALT6D,1,26,2,e
2546,1,GB,skralk,15,0,3070,1,A3Q6YRWUMALT6D,1,27,2,o
2547,1,GB,fashk,3,0,2109,0,A3Q6YRWUMALT6D,0,28,2,i
2548,0,BG,skoths,12,1,3061,0,A3Q6YRWUMALT6D,1,29,2,a
2558,1,BB,shesp,10,1,12673,0,A3RXVRZ0M163C0,0,2,1,o
2559,1,BB,brur,18,1,6541,0,A3RXVRZ0M163C0,1,3,1,a
2560,0,GG,gwempt,11,0,3699,1,A3RXVRZ0M163C0,1,4,1,oo
2561,1,BB,fashk,6,1,4388,0,A3RXVRZ0M163C0,1,5,1,a
2562,1,GB,shrelth,0,0,4286,0,A3RXVRZ0M163C0,0,6,1,a
2563,1,GB,blelth,8,0,4027,0,A3RXVRZ0M163C0,1,7,1,e
2564,1,BB,sklime,14,1,4243,0,A3RXVRZ0M163C0,0,8,1,i
2565,0,BG,throth,13,1,16053,0,A3RXVRZ0M163C0,0,9,1,e
2567,0,GG,flelg,23,0,2525,1,A3RXVRZ0M163C0,1,11,1,oo
2568,0,GG,felmth,7,0,2837,1,A3RXVRZ0M163C0,1,12,1,i
2569,0,BG,gralfth,9,1,5355,0,A3RXVRZ0M163C0,0,13,1,u
2570,1,BB,skuck,22,1,6109,0,A3RXVRZ0M163C0,1,14,1,i
2571,1,BB,sloond,2,1,5548,0,A3RXVRZ0M163C0,1,15,1,o
2572,1,GB,smim,16,0,2637,0,A3RXVRZ0M163C0,0,16,1,e
2573,0,GG,threlt,19,0,2204,1,A3RXVRZ0M163C0,1,17,1,e
2574,0,BG,trilb,21,1,2925,0,A3RXVRZ0M163C0,0,18,1,o
2575,1,GB,skralk,12,0,5805,0,A3RXVRZ0M163C0,1,19,1,a
2577,0,BG,skoths,17,1,2726,0,A3RXVRZ0M163C0,1,21,1,oo
2578,0,GG,glagd,3,0,12237,1,A3RXVRZ0M163C0,1,22,1,i
2579,0,GG,slils,15,0,3877,1,A3RXVRZ0M163C0,0,23,1,o
2580,1,GB,dwoond,20,0,7901,1,A3RXVRZ0M163C0,0,24,1,u
2581,0,BG,gwald,1,1,20421,0,A3RXVRZ0M163C0,0,25,1,e
2583,0,BG,spelsh,5,1,1845,0,A3RXVRZ0M163C0,1,27,1,oo
2584,1,GB,spup,4,0,4221,0,A3RXVRZ0M163C0,0,28,1,u
2595,1,GB,flelg,0,0,7763,0,A7RAVFS10BUZ1,1,2,1,a
2596,1,GB,gwempt,20,0,6210,0,A7RAVFS10BUZ1,0,3,1,u
2597,0,BG,sklime,21,1,2590,0,A7RAVFS10BUZ1,0,4,1,o
2598,1,GB,shrelth,8,0,1700,0,A7RAVFS10BUZ1,1,5,1,e
2599,1,BB,gralfth,22,1,1525,0,A7RAVFS10BUZ1,0,6,1,i
2600,1,GB,dwoond,12,0,2191,0,A7RAVFS10BUZ1,1,7,1,a
2602,0,BG,blelth,5,1,1575,0,A7RAVFS10BUZ1,0,9,1,oo
2603,0,GG,spelsh,3,0,1365,0,A7RAVFS10BUZ1,0,10,1,i
2604,1,BB,fashk,18,1,2493,0,A7RAVFS10BUZ1,0,11,1,a
2605,1,BB,shesp,10,1,2285,1,A7RAVFS10BUZ1,1,12,1,o
2606,0,BG,sloond,9,1,1558,0,A7RAVFS10BUZ1,1,13,1,u
2607,0,BG,spup,17,1,1742,0,A7RAVFS10BUZ1,1,14,1,oo
2608,0,GG,smim,23,0,1773,1,A7RAVFS10BUZ1,1,15,1,oo
2609,0,BG,trilb,13,1,1669,0,A7RAVFS10BUZ1,1,16,1,e
2611,0,GG,throth,19,0,1581,0,A7RAVFS10BUZ1,0,18,1,e
2613,1,BB,skoths,2,1,1534,0,A7RAVFS10BUZ1,1,20,1,o
2614,0,GG,brur,7,0,1914,1,A7RAVFS10BUZ1,1,21,1,i
2615,0,GG,gwald,15,0,1297,1,A7RAVFS10BUZ1,0,22,1,o
2616,1,BB,skuck,14,1,1325,0,A7RAVFS10BUZ1,1,23,1,i
2618,1,GB,glagd,4,0,2558,1,A7RAVFS10BUZ1,0,25,1,u
2619,1,BB,skralk,6,1,1782,0,A7RAVFS10BUZ1,0,26,1,a
2620,0,BG,felmth,1,1,1406,0,A7RAVFS10BUZ1,1,27,1,e
2621,1,GB,slils,16,0,2811,0,A7RAVFS10BUZ1,1,28,1,e
2622,0,GG,threlt,11,0,1688,1,A7RAVFS10BUZ1,1,29,1,oo
2670,1,BB,trilb,19,1,6219,0,A89UB4E3GSYXI,0,2,0,e
2671,1,GB,spup,1,0,7209,0,A89UB4E3GSYXI,1,3,0,e
2672,0,BG,blelth,18,1,2278,0,A89UB4E3GSYXI,1,4,0,a
2673,0,BG,slils,10,1,4685,1,A89UB4E3GSYXI,0,5,0,o
2675,1,GB,shrelth,13,0,6703,0,A89UB4E3GSYXI,1,7,0,e
2676,1,GB,fashk,17,0,9182,0,A89UB4E3GSYXI,0,8,0,oo
2678,0,GG,spelsh,20,0,4033,1,A89UB4E3GSYXI,1,10,0,u
2679,1,BB,skuck,15,1,2128,0,A89UB4E3GSYXI,0,11,0,o
2680,0,GG,flelg,4,0,2589,1,A89UB4E3GSYXI,1,12,0,u
2683,1,GB,brur,5,0,3183,0,A89UB4E3GSYXI,1,15,0,oo
2684,0,GG,throth,8,0,6733,1,A89UB4E3GSYXI,1,16,0,e
2685,1,BB,gwempt,3,1,3807,0,A89UB4E3GSYXI,1,17,0,i
2686,1,GB,skralk,21,0,5540,0,A89UB4E3GSYXI,1,18,0,o
2687,1,GB,glagd,9,0,4584,0,A89UB4E3GSYXI,0,19,0,u
2688,0,BG,dwoond,2,1,3449,0,A89UB4E3GSYXI,0,20,0,o
2689,1,BB,sloond,23,1,2431,0,A89UB4E3GSYXI,1,21,0,oo
2690,0,BG,skoths,14,1,2158,0,A89UB4E3GSYXI,1,22,0,i
2691,1,BB,shesp,11,1,2109,0,A89UB4E3GSYXI,1,23,0,oo
2692,0,GG,threlt,0,0,2672,1,A89UB4E3GSYXI,1,24,0,a
2693,0,BG,sklime,6,1,2697,1,A89UB4E3GSYXI,1,25,0,a
2694,0,GG,gwald,12,0,1518,1,A89UB4E3GSYXI,1,26,0,a
2695,1,BB,gralfth,7,1,2832,0,A89UB4E3GSYXI,0,27,0,i
2696,0,GG,smim,16,0,1827,1,A89UB4E3GSYXI,1,28,0,e
2697,0,BG,felmth,22,1,2605,1,A89UB4E3GSYXI,0,29,0,i
2707,1,GB,slils,8,0,10168,0,A9E880JOJWCOI,0,2,1,e
2708,0,BG,gralfth,17,1,2955,1,A9E880JOJWCOI,0,3,1,oo
2709,0,GG,threlt,11,0,3085,0,A9E880JOJWCOI,0,4,1,oo
2710,1,GB,shrelth,0,0,2590,1,A9E880JOJWCOI,1,5,1,a
2711,0,BG,felmth,1,1,1814,1,A9E880JOJWCOI,0,6,1,e
2712,1,BB,spelsh,6,1,1641,0,A9E880JOJWCOI,1,7,1,a
2714,1,BB,gwempt,10,1,2778,1,A9E880JOJWCOI,0,9,1,o
2715,1,BB,skralk,22,1,2119,1,A9E880JOJWCOI,0,10,1,i
2716,0,GG,shesp,7,0,2611,1,A9E880JOJWCOI,0,11,1,i
2717,1,GB,gwald,4,0,1973,0,A9E880JOJWCOI,0,12,1,u
2718,0,GG,sloond,3,0,1462,1,A9E880JOJWCOI,0,13,1,i
2721,1,GB,glagd,16,0,1866,0,A9E880JOJWCOI,1,16,1,e
2722,1,GB,trilb,20,0,2277,0,A9E880JOJWCOI,0,17,1,u
2723,0,GG,sklime,19,0,1583,1,A9E880JOJWCOI,1,18,1,e
2725,1,BB,flelg,18,1,3709,0,A9E880JOJWCOI,0,20,1,a
2726,0,BG,brur,5,1,1377,0,A9E880JOJWCOI,1,21,1,oo
2727,0,GG,skoths,15,0,1454,1,A9E880JOJWCOI,1,22,1,o
2728,0,BG,fashk,21,1,1690,1,A9E880JOJWCOI,0,23,1,o
2729,0,BG,smim,9,1,1606,0,A9E880JOJWCOI,1,24,1,u
2730,0,GG,dwoond,23,0,1502,1,A9E880JOJWCOI,1,25,1,oo
2731,1,BB,spup,14,1,1600,0,A9E880JOJWCOI,0,26,1,i
2732,1,GB,skuck,12,0,1786,0,A9E880JOJWCOI,1,27,1,a
2733,0,BG,blelth,13,1,1839,1,A9E880JOJWCOI,1,28,1,e
2734,1,BB,throth,2,1,1642,0,A9E880JOJWCOI,1,29,1,o
2744,1,GB,shesp,10,0,10786,0,A9KLWB70I12U7,1,2,3,o
2745,1,GB,felmth,14,0,7205,0,A9KLWB70I12U7,1,3,3,i
2746,1,BB,brur,12,1,1765,0,A9KLWB70I12U7,0,4,3,a
2747,0,BG,glagd,3,1,2363,1,A9KLWB70I12U7,1,5,3,i
2748,0,BG,sklime,7,1,1330,0,A9KLWB70I12U7,1,6,3,i
2749,0,GG,gwald,1,0,1415,1,A9KLWB70I12U7,1,7,3,e
2750,1,GB,gwempt,22,0,2395,1,A9KLWB70I12U7,1,8,3,i
2751,0,GG,shrelth,9,0,1319,1,A9KLWB70I12U7,0,9,3,u
2752,0,BG,flelg,19,1,2913,0,A9KLWB70I12U7,1,10,3,e
2753,1,BB,threlt,16,1,1676,0,A9KLWB70I12U7,1,11,3,e
2755,0,BG,gralfth,15,1,1593,0,A9KLWB70I12U7,1,13,3,o
2756,0,BG,throth,23,1,1444,0,A9KLWB70I12U7,0,14,3,oo
2757,1,BB,spelsh,8,1,1213,0,A9KLWB70I12U7,1,15,3,e
2758,0,BG,slils,11,1,1739,1,A9KLWB70I12U7,0,16,3,oo
2759,1,GB,smim,6,0,2429,0,A9KLWB70I12U7,1,17,3,a
2760,0,GG,sloond,17,0,1970,0,A9KLWB70I12U7,0,18,3,oo
2761,0,GG,dwoond,13,0,1297,1,A9KLWB70I12U7,1,19,3,e
2762,1,GB,skoths,2,0,1139,0,A9KLWB70I12U7,1,20,3,o
2765,1,BB,fashk,20,1,1212,0,A9KLWB70I12U7,1,23,3,u
2766,1,BB,trilb,0,1,1463,0,A9KLWB70I12U7,1,24,3,a
2767,0,GG,blelth,5,0,1205,1,A9KLWB70I12U7,0,25,3,oo
2768,1,GB,spup,18,0,1959,0,A9KLWB70I12U7,0,26,3,a
2769,1,BB,skuck,4,1,1038,0,A9KLWB70I12U7,1,27,3,u
2771,0,GG,skralk,21,0,2138,1,A9KLWB70I12U7,0,29,3,o
2781,0,BG,sklime,13,1,2687,1,A9L9G563HS81X,1,2,1,e
2782,1,BB,gwald,14,1,760,1,A9L9G563HS81X,0,3,1,i
2783,0,GG,throth,11,0,594,1,A9L9G563HS81X,1,4,1,oo
2784,1,BB,skuck,18,1,802,0,A9L9G563HS81X,1,5,1,a
2785,1,BB,blelth,6,1,287,1,A9L9G563HS81X,0,6,1,a
2786,1,GB,glagd,16,0,623,1,A9L9G563HS81X,1,7,1,e
2787,1,BB,shrelth,2,1,580,0,A9L9G563HS81X,1,8,1,o
2788,0,GG,fashk,3,0,550,0,A9L9G563HS81X,0,9,1,i
2789,0,GG,flelg,15,0,467,0,A9L9G563HS81X,1,10,1,o
2790,0,BG,sloond,1,1,523,1,A9L9G563HS81X,1,11,1,e
2791,0,BG,threlt,21,1,417,1,A9L9G563HS81X,0,12,1,o
2794,1,GB,skralk,20,0,377,0,A9L9G563HS81X,0,15,1,u
2795,0,BG,gwempt,9,1,396,0,A9L9G563HS81X,1,16,1,u
2796,1,GB,trilb,8,0,594,0,A9L9G563HS81X,1,17,1,e
2797,1,BB,spup,10,1,450,0,A9L9G563HS81X,0,18,1,o
2798,1,BB,slils,22,1,410,0,A9L9G563HS81X,1,19,1,i
2800,0,GG,felmth,7,0,536,0,A9L9G563HS81X,1,21,1,i
2801,1,GB,gralfth,4,0,488,0,A9L9G563HS81X,0,22,1,u
2802,0,GG,skoths,19,0,412,0,A9L9G563HS81X,1,23,1,e
2803,1,GB,smim,0,0,724,0,A9L9G563HS81X,0,24,1,a
2804,1,GB,shesp,12,0,246,1,A9L9G563HS81X,1,25,1,a
2805,0,BG,spelsh,5,1,880,1,A9L9G563HS81X,0,26,1,oo
2806,0,BG,brur,17,1,523,0,A9L9G563HS81X,0,27,1,oo
2808,0,GG,dwoond,23,0,613,1,A9L9G563HS81X,1,29,1,oo
2818,0,GG,trilb,22,0,5455,1,AAKL8L5X64LWD,1,2,2,i
2820,1,GB,spelsh,3,0,1565,0,AAKL8L5X64LWD,1,4,2,i
2821,0,GG,gwempt,14,0,1895,1,AAKL8L5X64LWD,0,5,2,i
2823,0,BG,flelg,12,1,2236,1,AAKL8L5X64LWD,1,7,2,a
2824,1,GB,shesp,15,0,1502,0,AAKL8L5X64LWD,1,8,2,o
2825,1,GB,gwald,23,0,2353,0,AAKL8L5X64LWD,1,9,2,oo
2826,1,GB,shrelth,7,0,1796,0,AAKL8L5X64LWD,1,10,2,i
2827,1,BB,gralfth,9,1,1726,0,AAKL8L5X64LWD,0,11,2,u
2828,0,BG,spup,20,1,1926,1,AAKL8L5X64LWD,1,12,2,u
2829,0,GG,sklime,2,0,1437,0,AAKL8L5X64LWD,1,13,2,o
2831,1,BB,skralk,1,1,1821,0,AAKL8L5X64LWD,0,15,2,e
2832,1,BB,felmth,5,1,1093,0,AAKL8L5X64LWD,1,16,2,oo
2833,1,GB,dwoond,11,0,1110,1,AAKL8L5X64LWD,1,17,2,oo
2834,1,GB,glagd,19,0,1925,0,AAKL8L5X64LWD,1,18,2,e
2835,0,BG,blelth,4,1,1230,0,AAKL8L5X64LWD,0,19,2,u
2836,0,BG,skuck,0,1,1390,1,AAKL8L5X64LWD,0,20,2,a
2838,0,BG,throth,8,1,1711,1,AAKL8L5X64LWD,1,22,2,e
2839,0,GG,fashk,10,0,1059,1,AAKL8L5X64LWD,1,23,2,o
2840,0,BG,smim,16,1,896,0,AAKL8L5X64LWD,1,24,2,e
2841,0,GG,threlt,6,0,8731,1,AAKL8L5X64LWD,0,25,2,a
2842,0,GG,brur,18,0,1478,1,AAKL8L5X64LWD,0,26,2,a
2843,1,BB,skoths,13,1,1454,0,AAKL8L5X64LWD,1,27,2,e
2844,1,BB,sloond,21,1,2054,0,AAKL8L5X64LWD,1,28,2,o
2845,1,BB,slils,17,1,1237,0,AAKL8L5X64LWD,0,29,2,oo
2893,0,GG,brur,23,0,1551,0,ACNID00UIEL1T,0,3,1,oo
2894,1,BB,smim,6,1,994,0,ACNID00UIEL1T,1,4,1,a
2895,0,BG,slils,1,1,1376,1,ACNID00UIEL1T,1,5,1,e
2896,1,BB,spup,10,1,2747,0,ACNID00UIEL1T,0,6,1,o
2897,1,GB,shrelth,8,0,2458,0,ACNID00UIEL1T,0,7,1,e
2898,0,GG,fashk,7,0,1903,1,ACNID00UIEL1T,1,8,1,i
2899,1,GB,flelg,20,0,2876,1,ACNID00UIEL1T,1,9,1,u
2901,0,BG,skralk,21,1,1805,0,ACNID00UIEL1T,0,11,1,o
2902,1,GB,skuck,0,0,1803,0,ACNID00UIEL1T,1,12,1,a
2903,1,GB,gwald,4,0,1891,1,ACNID00UIEL1T,1,13,1,u
2904,0,BG,threlt,5,1,2286,0,ACNID00UIEL1T,1,14,1,oo
2905,1,GB,dwoond,12,0,2197,1,ACNID00UIEL1T,1,15,1,a
2906,0,BG,shesp,17,1,2593,1,ACNID00UIEL1T,1,16,1,oo
2907,0,GG,sloond,15,0,2088,0,ACNID00UIEL1T,1,17,1,o
2909,0,GG,blelth,3,0,1845,1,ACNID00UIEL1T,1,19,1,i
2910,0,GG,gralfth,11,0,2198,1,ACNID00UIEL1T,0,20,1,oo
2911,0,GG,gwempt,19,0,1795,1,ACNID00UIEL1T,1,21,1,e
2912,1,GB,skoths,16,0,1941,0,ACNID00UIEL1T,0,22,1,e
2913,0,BG,throth,9,1,1425,0,ACNID00UIEL1T,1,23,1,u
2914,1,BB,spelsh,18,1,1304,0,ACNID00UIEL1T,1,24,1,a
2915,1,BB,trilb,22,1,1496,0,ACNID00UIEL1T,0,25,1,i
2916,1,BB,glagd,2,1,1097,0,ACNID00UIEL1T,0,26,1,o
2917,1,BB,sklime,14,1,1123,0,ACNID00UIEL1T,0,27,1,i
2918,0,BG,felmth,13,1,1572,0,ACNID00UIEL1T,1,28,1,e
3005,1,GB,fashk,11,0,3447,0,ADVZAZ12Z8N9J,0,3,2,oo
3006,0,BG,smim,8,1,2103,0,ADVZAZ12Z8N9J,0,4,2,e
3007,0,BG,sklime,20,1,2576,0,ADVZAZ12Z8N9J,1,5,2,u
3009,0,BG,sloond,12,1,2925,0,ADVZAZ12Z8N9J,0,7,2,a
3010,1,GB,felmth,3,0,2541,1,ADVZAZ12Z8N9J,1,8,2,i
3012,0,GG,gwempt,2,0,1494,1,ADVZAZ12Z8N9J,0,10,2,o
3013,1,GB,trilb,7,0,1705,0,ADVZAZ12Z8N9J,1,11,2,i
3014,0,GG,spup,6,0,1882,0,ADVZAZ12Z8N9J,0,12,2,a
3015,1,GB,blelth,19,0,1922,0,ADVZAZ12Z8N9J,1,13,2,e
3016,0,GG,shesp,22,0,1656,1,ADVZAZ12Z8N9J,1,14,2,i
3017,0,GG,gralfth,10,0,1675,1,ADVZAZ12Z8N9J,1,15,2,o
3018,1,BB,dwoond,5,1,1937,0,ADVZAZ12Z8N9J,1,16,2,oo
3020,0,BG,throth,0,1,1412,1,ADVZAZ12Z8N9J,0,18,2,a
3021,1,GB,gwald,23,0,1499,0,ADVZAZ12Z8N9J,1,19,2,oo
3022,0,GG,shrelth,14,0,1245,1,ADVZAZ12Z8N9J,0,20,2,i
3023,0,BG,flelg,16,1,1472,1,ADVZAZ12Z8N9J,1,21,2,e
3024,0,GG,slils,18,0,1058,1,ADVZAZ12Z8N9J,1,22,2,a
3025,0,BG,skoths,4,1,1468,0,ADVZAZ12Z8N9J,1,23,2,u
3026,1,BB,skralk,17,1,1102,1,ADVZAZ12Z8N9J,0,24,2,oo
3027,1,BB,threlt,13,1,968,1,ADVZAZ12Z8N9J,0,25,2,e
3028,1,BB,skuck,21,1,1331,0,ADVZAZ12Z8N9J,1,26,2,o
3029,1,BB,glagd,1,1,2243,0,ADVZAZ12Z8N9J,0,27,2,e
3030,1,GB,brur,15,0,1351,0,ADVZAZ12Z8N9J,1,28,2,o
3031,1,BB,spelsh,9,1,1326,0,ADVZAZ12Z8N9J,0,29,2,u
3041,0,BG,throth,6,1,10801,0,AELOYBHVZFDW9,0,2,0,a
3042,1,BB,flelg,19,1,2860,0,AELOYBHVZFDW9,0,3,0,e
3043,1,GB,threlt,13,0,2870,0,AELOYBHVZFDW9,1,4,0,e
3044,1,GB,fashk,5,0,8015,1,AELOYBHVZFDW9,1,5,0,oo
3045,1,GB,skuck,1,0,2582,0,AELOYBHVZFDW9,0,6,0,e
3047,1,GB,felmth,17,0,6438,1,AELOYBHVZFDW9,1,8,0,oo
3048,0,GG,trilb,20,0,4694,1,AELOYBHVZFDW9,0,9,0,u
3050,1,BB,skoths,7,1,1982,0,AELOYBHVZFDW9,1,11,0,i
3052,0,BG,spelsh,18,1,1829,0,AELOYBHVZFDW9,0,13,0,a
3053,1,BB,sloond,23,1,2390,0,AELOYBHVZFDW9,1,14,0,oo
3054,1,BB,blelth,11,1,4150,0,AELOYBHVZFDW9,1,15,0,oo
3055,0,BG,sklime,10,1,3774,1,AELOYBHVZFDW9,1,16,0,o
3056,0,GG,gralfth,8,0,1526,1,AELOYBHVZFDW9,1,17,0,e
3057,1,BB,spup,15,1,3294,0,AELOYBHVZFDW9,1,18,0,o
3058,1,GB,smim,9,0,3782,0,AELOYBHVZFDW9,1,19,0,u
3059,0,GG,brur,4,0,2215,1,AELOYBHVZFDW9,1,20,0,u
3060,0,GG,dwoond,16,0,3702,1,AELOYBHVZFDW9,0,21,0,e
3061,0,GG,gwald,0,0,2030,1,AELOYBHVZFDW9,1,22,0,a
3062,1,BB,slils,3,1,3604,0,AELOYBHVZFDW9,0,23,0,i
3063,1,GB,gwempt,21,0,4078,0,AELOYBHVZFDW9,1,24,0,o
3064,0,GG,glagd,12,0,4766,1,AELOYBHVZFDW9,1,25,0,a
3065,0,BG,skralk,22,1,3830,0,AELOYBHVZFDW9,1,26,0,i
3066,0,BG,shesp,2,1,2494,0,AELOYBHVZFDW9,1,27,0,o
3068,0,BG,shrelth,14,1,3854,0,AELOYBHVZFDW9,1,29,0,i
3078,0,GG,dwoond,15,0,9298,1,AFN5VMMGYPF1I,1,2,1,o
3080,1,GB,felmth,8,0,2436,0,AFN5VMMGYPF1I,1,4,1,e
3082,0,GG,throth,3,0,2026,1,AFN5VMMGYPF1I,0,6,1,i
3083,0,BG,sloond,1,1,1550,0,AFN5VMMGYPF1I,1,7,1,e
3084,0,BG,skralk,13,1,1820,0,AFN5VMMGYPF1I,0,8,1,e
3085,1,BB,gwempt,14,1,2142,0,AFN5VMMGYPF1I,1,9,1,i
3086,0,BG,fashk,17,1,3054,1,AFN5VMMGYPF1I,0,10,1,oo
3087,0,GG,brur,11,0,2282,1,AFN5VMMGYPF1I,1,11,1,oo
3088,0,GG,spup,19,0,1783,0,AFN5VMMGYPF1I,1,12,1,e
3089,0,BG,spelsh,9,1,1713,0,AFN5VMMGYPF1I,1,13,1,u
3090,1,GB,glagd,0,0,1983,0,AFN5VMMGYPF1I,0,14,1,a
3091,0,GG,sklime,7,0,1621,0,AFN5VMMGYPF1I,1,15,1,i
3092,1,BB,skoths,10,1,1706,0,AFN5VMMGYPF1I,1,16,1,o
3093,1,GB,skuck,4,0,1677,0,AFN5VMMGYPF1I,1,17,1,u
3095,1,BB,threlt,6,1,1487,0,AFN5VMMGYPF1I,0,19,1,a
3096,0,BG,smim,21,1,1840,0,AFN5VMMGYPF1I,0,20,1,o
