,ChoseViolation,Item,NumberIterations,Permutation,ReactionTime,Segment,Subject,TestedOn,TrainedOn,TrialNumber,Violates,ViolationPosition
3339,0,457,2,0,2472,ng,A15K0L6NGQXOM0,*NF,Devoicing,185,Place,1
3341,0,415,2,0,1977,ng,A15K0L6NGQXOM0,*NF,Devoicing,187,Place,1
3342,0,379,2,0,3260,b,A15K0L6NGQXOM0,*DF,Devoicing,188,Voicing,1
3693,1,364,1,0,7631,d,A16SR2HQIWRFD6,*DF,Devoicing,89,Voicing,1
3694,1,406,1,0,3605,n,A16SR2HQIWRFD6,*NF,Devoicing,90,Place,0
3695,1,352,1,0,2789,d,A16SR2HQIWRFD6,*DF,Devoicing,91,Voicing,0
3696,1,433,1,0,2290,ng,A16SR2HQIWRFD6,*NF,Devoicing,92,Place,1
3697,1,358,1,0,3022,d,A16SR2HQIWRFD6,*DF,Devoicing,93,Voicing,0
3698,1,460,1,0,1935,n,A16SR2HQIWRFD6,*NF,Devoicing,94,Place,0
3699,1,355,1,0,2124,d,A16SR2HQIWRFD6,*DF,Devoicing,95,Voicing,0
3701,1,382,1,0,2764,b,A16SR2HQIWRFD6,*DF,Devoicing,97,Voicing,0
3702,1,409,1,0,2719,ng,A16SR2HQIWRFD6,*NF,Devoicing,98,Place,1
3703,1,379,1,0,3316,b,A16SR2HQIWRFD6,*DF,Devoicing,99,Voicing,0
3704,0,418,1,0,2542,n,A16SR2HQIWRFD6,*NF,Devoicing,100,Place,1
3706,0,436,1,0,3362,n,A16SR2HQIWRFD6,*NF,Devoicing,102,Place,1
3707,0,391,1,0,2362,b,A16SR2HQIWRFD6,*DF,Devoicing,103,Voicing,1
3708,1,439,1,0,2391,ng,A16SR2HQIWRFD6,*NF,Devoicing,104,Place,1
3710,0,424,1,0,3388,n,A16SR2HQIWRFD6,*NF,Devoicing,106,Place,1
3712,0,412,1,0,3037,n,A16SR2HQIWRFD6,*NF,Devoicing,108,Place,0
3713,1,373,1,0,4004,d,A16SR2HQIWRFD6,*DF,Devoicing,109,Voicing,1
3714,1,445,1,0,2226,ng,A16SR2HQIWRFD6,*NF,Devoicing,110,Place,0
3715,0,397,1,0,2359,b,A16SR2HQIWRFD6,*DF,Devoicing,111,Voicing,1
3717,1,361,1,0,1967,d,A16SR2HQIWRFD6,*DF,Devoicing,113,Voicing,0
3719,0,400,1,0,3751,b,A16SR2HQIWRFD6,*DF,Devoicing,115,Voicing,0
3720,0,415,1,0,3591,ng,A16SR2HQIWRFD6,*NF,Devoicing,116,Place,1
3721,0,388,1,0,2797,b,A16SR2HQIWRFD6,*DF,Devoicing,117,Voicing,1
3722,0,457,1,0,2631,ng,A16SR2HQIWRFD6,*NF,Devoicing,118,Place,1
3723,1,367,1,0,2479,d,A16SR2HQIWRFD6,*DF,Devoicing,119,Voicing,0
3724,0,430,1,0,2483,n,A16SR2HQIWRFD6,*NF,Devoicing,120,Place,1
3728,0,427,1,0,1923,ng,A16SR2HQIWRFD6,*NF,Devoicing,124,Place,0
3729,1,385,1,0,1844,b,A16SR2HQIWRFD6,*DF,Devoicing,125,Voicing,0
3730,0,454,1,0,1766,n,A16SR2HQIWRFD6,*NF,Devoicing,126,Place,1
3731,0,394,1,0,3642,b,A16SR2HQIWRFD6,*DF,Devoicing,127,Voicing,1
3733,1,370,1,0,2079,d,A16SR2HQIWRFD6,*DF,Devoicing,129,Voicing,0
3734,0,442,1,0,1970,n,A16SR2HQIWRFD6,*NF,Devoicing,130,Place,0
3735,1,376,1,0,2563,b,A16SR2HQIWRFD6,*DF,Devoicing,131,Voicing,0
3736,1,451,1,0,2119,ng,A16SR2HQIWRFD6,*NF,Devoicing,132,Place,1
3737,1,346,1,0,2214,d,A16SR2HQIWRFD6,*DF,Devoicing,133,Voicing,0
3738,1,463,1,0,1839,ng,A16SR2HQIWRFD6,*NF,Devoicing,134,Place,0
3739,1,349,1,0,2000,d,A16SR2HQIWRFD6,*DF,Devoicing,135,Voicing,1
3740,1,448,1,0,2426,n,A16SR2HQIWRFD6,*NF,Devoicing,136,Place,1
3741,0,403,1,0,4560,b,A16SR2HQIWRFD6,*DF,Devoicing,137,Voicing,0
3742,1,421,1,0,2678,ng,A16SR2HQIWRFD6,*NF,Devoicing,138,Place,0
4016,0,430,2,1,3349,n,A175IR698FGMBX,*NF,PlaceAssimilation,139,Place,0
4017,1,376,2,1,4477,b,A175IR698FGMBX,*DF,PlaceAssimilation,140,Voicing,1
4018,1,463,2,1,5713,ng,A175IR698FGMBX,*NF,PlaceAssimilation,141,Place,0
4019,0,397,2,1,2432,b,A175IR698FGMBX,*DF,PlaceAssimilation,142,Voicing,1
4020,0,409,2,1,2972,ng,A175IR698FGMBX,*NF,PlaceAssimilation,143,Place,0
4021,1,382,2,1,4145,b,A175IR698FGMBX,*DF,PlaceAssimilation,144,Voicing,0
4023,1,400,2,1,2524,b,A175IR698FGMBX,*DF,PlaceAssimilation,146,Voicing,0
4024,0,442,2,1,3406,n,A175IR698FGMBX,*NF,PlaceAssimilation,147,Place,0
4027,1,361,2,1,1997,d,A175IR698FGMBX,*DF,PlaceAssimilation,150,Voicing,1
4028,0,412,2,1,2564,n,A175IR698FGMBX,*NF,PlaceAssimilation,151,Place,1
4030,1,439,2,1,2484,ng,A175IR698FGMBX,*NF,PlaceAssimilation,153,Place,0
4031,1,379,2,1,4390,b,A175IR698FGMBX,*DF,PlaceAssimilation,154,Voicing,1
4032,0,433,2,1,1347,ng,A175IR698FGMBX,*NF,PlaceAssimilation,155,Place,0
4033,1,385,2,1,4064,b,A175IR698FGMBX,*DF,PlaceAssimilation,156,Voicing,1
4034,0,424,2,1,2727,n,A175IR698FGMBX,*NF,PlaceAssimilation,157,Place,0
4036,1,454,2,1,3745,n,A175IR698FGMBX,*NF,PlaceAssimilation,159,Place,0
4037,1,349,2,1,3028,d,A175IR698FGMBX,*DF,PlaceAssimilation,160,Voicing,1
4038,0,427,2,1,1444,ng,A175IR698FGMBX,*NF,PlaceAssimilation,161,Place,1
4039,0,403,2,1,2392,b,A175IR698FGMBX,*DF,PlaceAssimilation,162,Voicing,1
4040,0,448,2,1,3232,n,A175IR698FGMBX,*NF,PlaceAssimilation,163,Place,1
4041,0,370,2,1,1839,d,A175IR698FGMBX,*DF,PlaceAssimilation,164,Voicing,1
4042,0,445,2,1,3351,ng,A175IR698FGMBX,*NF,PlaceAssimilation,165,Place,0
4043,0,346,2,1,2387,d,A175IR698FGMBX,*DF,PlaceAssimilation,166,Voicing,0
4045,0,367,2,1,1414,d,A175IR698FGMBX,*DF,PlaceAssimilation,168,Voicing,0
4046,0,436,2,1,2405,n,A175IR698FGMBX,*NF,PlaceAssimilation,169,Place,1
4047,1,373,2,1,3341,d,A175IR698FGMBX,*DF,PlaceAssimilation,170,Voicing,1
4048,0,418,2,1,1581,n,A175IR698FGMBX,*NF,PlaceAssimilation,171,Place,1
4049,1,352,2,1,3219,d,A175IR698FGMBX,*DF,PlaceAssimilation,172,Voicing,0
4050,0,415,2,1,2168,ng,A175IR698FGMBX,*NF,PlaceAssimilation,173,Place,1
4051,1,391,2,1,2542,b,A175IR698FGMBX,*DF,PlaceAssimilation,174,Voicing,0
4054,0,421,2,1,3781,ng,A175IR698FGMBX,*NF,PlaceAssimilation,177,Place,1
4055,1,358,2,1,3922,d,A175IR698FGMBX,*DF,PlaceAssimilation,178,Voicing,1
4056,0,451,2,1,1099,ng,A175IR698FGMBX,*NF,PlaceAssimilation,179,Place,0
4058,0,457,2,1,2207,ng,A175IR698FGMBX,*NF,PlaceAssimilation,181,Place,0
4059,1,355,2,1,2370,d,A175IR698FGMBX,*DF,PlaceAssimilation,182,Voicing,0
4060,1,406,2,1,1295,n,A175IR698FGMBX,*NF,PlaceAssimilation,183,Place,0
4061,1,388,2,1,2839,b,A175IR698FGMBX,*DF,PlaceAssimilation,184,Voicing,0
4063,1,364,2,1,1697,d,A175IR698FGMBX,*DF,PlaceAssimilation,186,Voicing,0
4064,1,460,2,1,2966,n,A175IR698FGMBX,*NF,PlaceAssimilation,187,Place,0
4065,1,394,2,1,4236,b,A175IR698FGMBX,*DF,PlaceAssimilation,188,Voicing,1
4670,0,391,1,1,3933,b,A186QEXJ149LP4,*DF,PlaceAssimilation,89,Voicing,0
4671,1,415,1,1,5675,ng,A186QEXJ149LP4,*NF,PlaceAssimilation,90,Place,0
4672,0,373,1,1,2910,d,A186QEXJ149LP4,*DF,PlaceAssimilation,91,Voicing,1
4673,0,442,1,1,5304,n,A186QEXJ149LP4,*NF,PlaceAssimilation,92,Place,1
4674,1,352,1,1,2330,d,A186QEXJ149LP4,*DF,PlaceAssimilation,93,Voicing,0
4676,0,397,1,1,2819,b,A186QEXJ149LP4,*DF,PlaceAssimilation,95,Voicing,1
4677,1,406,1,1,4976,n,A186QEXJ149LP4,*NF,PlaceAssimilation,96,Place,0
4678,1,376,1,1,4917,b,A186QEXJ149LP4,*DF,PlaceAssimilation,97,Voicing,1
4679,1,421,1,1,3638,ng,A186QEXJ149LP4,*NF,PlaceAssimilation,98,Place,0
4680,0,346,1,1,5809,d,A186QEXJ149LP4,*DF,PlaceAssimilation,99,Voicing,1
4681,0,460,1,1,3092,n,A186QEXJ149LP4,*NF,PlaceAssimilation,100,Place,1
4682,1,400,1,1,2023,b,A186QEXJ149LP4,*DF,PlaceAssimilation,101,Voicing,1
4684,0,364,1,1,2762,d,A186QEXJ149LP4,*DF,PlaceAssimilation,103,Voicing,1
4685,1,412,1,1,3524,n,A186QEXJ149LP4,*NF,PlaceAssimilation,104,Place,1
4686,0,403,1,1,6699,b,A186QEXJ149LP4,*DF,PlaceAssimilation,105,Voicing,1
4689,0,409,1,1,4613,ng,A186QEXJ149LP4,*NF,PlaceAssimilation,108,Place,0
4690,0,379,1,1,3891,b,A186QEXJ149LP4,*DF,PlaceAssimilation,109,Voicing,1
4691,0,448,1,1,2799,n,A186QEXJ149LP4,*NF,PlaceAssimilation,110,Place,0
4693,1,427,1,1,5617,ng,A186QEXJ149LP4,*NF,PlaceAssimilation,112,Place,0
4694,0,394,1,1,3736,b,A186QEXJ149LP4,*DF,PlaceAssimilation,113,Voicing,1
4695,0,454,1,1,4543,n,A186QEXJ149LP4,*NF,PlaceAssimilation,114,Place,0
4696,0,388,1,1,3317,b,A186QEXJ149LP4,*DF,PlaceAssimilation,115,Voicing,0
4697,0,424,1,1,5694,n,A186QEXJ149LP4,*NF,PlaceAssimilation,116,Place,0
4699,1,433,1,1,6842,ng,A186QEXJ149LP4,*NF,PlaceAssimilation,118,Place,1
4702,1,349,1,1,2537,d,A186QEXJ149LP4,*DF,PlaceAssimilation,121,Voicing,1
4703,1,439,1,1,4410,ng,A186QEXJ149LP4,*NF,PlaceAssimilation,122,Place,1
4704,1,358,1,1,3771,d,A186QEXJ149LP4,*DF,PlaceAssimilation,123,Voicing,1
4705,1,463,1,1,4883,ng,A186QEXJ149LP4,*NF,PlaceAssimilation,124,Place,1
4706,0,382,1,1,3895,b,A186QEXJ149LP4,*DF,PlaceAssimilation,125,Voicing,0
4707,1,445,1,1,2270,ng,A186QEXJ149LP4,*NF,PlaceAssimilation,126,Place,0
4708,1,355,1,1,6271,d,A186QEXJ149LP4,*DF,PlaceAssimilation,127,Voicing,0
4709,1,451,1,1,2455,ng,A186QEXJ149LP4,*NF,PlaceAssimilation,128,Place,0
4710,1,385,1,1,9521,b,A186QEXJ149LP4,*DF,PlaceAssimilation,129,Voicing,0
4712,0,370,1,1,2825,d,A186QEXJ149LP4,*DF,PlaceAssimilation,131,Voicing,1
4713,0,457,1,1,3175,ng,A186QEXJ149LP4,*NF,PlaceAssimilation,132,Place,1
4714,0,367,1,1,5378,d,A186QEXJ149LP4,*DF,PlaceAssimilation,133,Voicing,1
4715,0,430,1,1,3624,n,A186QEXJ149LP4,*NF,PlaceAssimilation,134,Place,0
4716,1,361,1,1,3908,d,A186QEXJ149LP4,*DF,PlaceAssimilation,135,Voicing,1
4717,0,418,1,1,3168,n,A186QEXJ149LP4,*NF,PlaceAssimilation,136,Place,1
4719,1,436,1,1,5101,n,A186QEXJ149LP4,*NF,PlaceAssimilation,138,Place,0
5043,1,373,3,0,5191,d,A18U96VTGHOXKM,*DF,Devoicing,189,Voicing,1
5044,0,457,3,0,2379,ng,A18U96VTGHOXKM,*NF,Devoicing,190,Place,1
5045,0,358,3,0,1548,d,A18U96VTGHOXKM,*DF,Devoicing,191,Voicing,1
5046,0,409,3,0,2508,ng,A18U96VTGHOXKM,*NF,Devoicing,192,Place,1
5047,1,400,3,0,2904,b,A18U96VTGHOXKM,*DF,Devoicing,193,Voicing,1
5049,1,394,3,0,2749,b,A18U96VTGHOXKM,*DF,Devoicing,195,Voicing,0
5050,1,421,3,0,1996,ng,A18U96VTGHOXKM,*NF,Devoicing,196,Place,0
5052,1,415,3,0,1324,ng,A18U96VTGHOXKM,*NF,Devoicing,198,Place,1
5053,0,379,3,0,1547,b,A18U96VTGHOXKM,*DF,Devoicing,199,Voicing,1
5055,1,367,3,0,27531,d,A18U96VTGHOXKM,*DF,Devoicing,201,Voicing,1
5056,1,436,3,0,1737,n,A18U96VTGHOXKM,*NF,Devoicing,202,Place,0
5057,1,352,3,0,1371,d,A18U96VTGHOXKM,*DF,Devoicing,203,Voicing,1
5058,1,424,3,0,1740,n,A18U96VTGHOXKM,*NF,Devoicing,204,Place,1
5060,1,427,3,0,1307,ng,A18U96VTGHOXKM,*NF,Devoicing,206,Place,0
5061,0,388,3,0,1308,b,A18U96VTGHOXKM,*DF,Devoicing,207,Voicing,0
5062,1,451,3,0,1019,ng,A18U96VTGHOXKM,*NF,Devoicing,208,Place,0
5064,0,412,3,0,1642,n,A18U96VTGHOXKM,*NF,Devoicing,210,Place,0
5066,0,430,3,0,1546,n,A18U96VTGHOXKM,*NF,Devoicing,212,Place,1
5069,1,376,3,0,1276,b,A18U96VTGHOXKM,*DF,Devoicing,215,Voicing,1
5070,1,445,3,0,1291,ng,A18U96VTGHOXKM,*NF,Devoicing,216,Place,1
5071,1,355,3,0,1163,d,A18U96VTGHOXKM,*DF,Devoicing,217,Voicing,1
5072,1,463,3,0,1243,ng,A18U96VTGHOXKM,*NF,Devoicing,218,Place,0
5073,0,385,3,0,1259,b,A18U96VTGHOXKM,*DF,Devoicing,219,Voicing,0
5074,0,406,3,0,972,n,A18U96VTGHOXKM,*NF,Devoicing,220,Place,1
5075,0,364,3,0,1260,d,A18U96VTGHOXKM,*DF,Devoicing,221,Voicing,0
5076,1,433,3,0,1612,ng,A18U96VTGHOXKM,*NF,Devoicing,222,Place,0
5077,1,382,3,0,1901,b,A18U96VTGHOXKM,*DF,Devoicing,223,Voicing,0
5078,1,439,3,0,1692,ng,A18U96VTGHOXKM,*NF,Devoicing,224,Place,1
5079,1,346,3,0,1665,d,A18U96VTGHOXKM,*DF,Devoicing,225,Voicing,0
5081,0,349,3,0,1018,d,A18U96VTGHOXKM,*DF,Devoicing,227,Voicing,1
5083,1,403,3,0,2441,b,A18U96VTGHOXKM,*DF,Devoicing,229,Voicing,0
5084,0,442,3,0,1307,n,A18U96VTGHOXKM,*NF,Devoicing,230,Place,0
5085,0,391,3,0,1207,b,A18U96VTGHOXKM,*DF,Devoicing,231,Voicing,1
5086,0,448,3,0,2767,n,A18U96VTGHOXKM,*NF,Devoicing,232,Place,0
5087,1,370,3,0,1436,d,A18U96VTGHOXKM,*DF,Devoicing,233,Voicing,0
5088,1,418,3,0,1037,n,A18U96VTGHOXKM,*NF,Devoicing,234,Place,1
5089,1,397,3,0,876,b,A18U96VTGHOXKM,*DF,Devoicing,235,Voicing,1
5090,1,460,3,0,940,n,A18U96VTGHOXKM,*NF,Devoicing,236,Place,0
5091,1,361,3,0,828,d,A18U96VTGHOXKM,*DF,Devoicing,237,Voicing,0
5092,0,454,3,0,2108,n,A18U96VTGHOXKM,*NF,Devoicing,238,Place,0
6454,1,385,2,1,7212,b,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,139,Voicing,0
6455,0,427,2,1,8720,ng,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,140,Place,1
6456,1,376,2,1,3524,b,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,141,Voicing,0
6459,1,436,2,1,4065,n,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,144,Place,0
6460,1,388,2,1,8126,b,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,145,Voicing,0
6462,1,367,2,1,5411,d,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,147,Voicing,1
6463,1,421,2,1,5354,ng,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,148,Place,1
6464,1,349,2,1,4308,d,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,149,Voicing,0
6465,0,424,2,1,9261,n,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,150,Place,1
6466,1,358,2,1,6912,d,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,151,Voicing,1
6467,0,430,2,1,2807,n,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,152,Place,1
6469,0,448,2,1,3808,n,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,154,Place,1
6470,0,403,2,1,4196,b,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,155,Voicing,1
6471,1,439,2,1,3252,ng,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,156,Place,1
6473,1,412,2,1,2202,n,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,158,Place,1
6474,1,364,2,1,3078,d,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,159,Voicing,1
6475,0,409,2,1,2388,ng,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,160,Place,1
6476,1,400,2,1,6371,b,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,161,Voicing,1
6477,0,457,2,1,2678,ng,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,162,Place,0
6478,1,355,2,1,4444,d,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,163,Voicing,0
6479,0,451,2,1,6939,ng,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,164,Place,0
6480,1,379,2,1,2340,b,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,165,Voicing,1
6481,0,442,2,1,2584,n,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,166,Place,0
6482,1,394,2,1,1695,b,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,167,Voicing,1
6484,1,397,2,1,1887,b,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,169,Voicing,1
6485,0,433,2,1,1451,ng,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,170,Place,0
6486,1,370,2,1,2568,d,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,171,Voicing,1
6487,0,415,2,1,2080,ng,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,172,Place,0
6488,1,391,2,1,2760,b,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,173,Voicing,0
6489,0,418,2,1,2215,n,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,174,Place,1
6490,1,373,2,1,1991,d,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,175,Voicing,0
6491,0,463,2,1,2198,ng,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,176,Place,0
6493,0,445,2,1,2614,ng,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,178,Place,1
6494,1,352,2,1,1898,d,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,179,Voicing,0
6495,0,454,2,1,1751,n,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,180,Place,1
6496,1,382,2,1,2182,b,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,181,Voicing,0
6498,1,361,2,1,1693,d,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,183,Voicing,1
6501,0,460,2,1,1849,n,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,186,Place,1
6502,1,346,2,1,1943,d,A1BD5JY0P5E1P1,*DF,PlaceAssimilation,187,Voicing,1
6503,0,406,2,1,1263,n,A1BD5JY0P5E1P1,*NF,PlaceAssimilation,188,Place,0
6906,1,349,4,0,13552,d,A1CH1PHXP9V5BL,*DF,Devoicing,239,Voicing,1
6907,1,439,4,0,4459,ng,A1CH1PHXP9V5BL,*NF,Devoicing,240,Place,1
6908,0,358,4,0,2294,d,A1CH1PHXP9V5BL,*DF,Devoicing,241,Voicing,0
6910,1,346,4,0,2591,d,A1CH1PHXP9V5BL,*DF,Devoicing,243,Voicing,0
6911,0,415,4,0,2334,ng,A1CH1PHXP9V5BL,*NF,Devoicing,244,Place,1
6913,1,454,4,0,4423,n,A1CH1PHXP9V5BL,*NF,Devoicing,246,Place,0
6914,0,391,4,0,2038,b,A1CH1PHXP9V5BL,*DF,Devoicing,247,Voicing,0
6915,1,427,4,0,2790,ng,A1CH1PHXP9V5BL,*NF,Devoicing,248,Place,0
6916,1,367,4,0,4976,d,A1CH1PHXP9V5BL,*DF,Devoicing,249,Voicing,1
6917,1,445,4,0,2090,ng,A1CH1PHXP9V5BL,*NF,Devoicing,250,Place,1
6918,1,403,4,0,2831,b,A1CH1PHXP9V5BL,*DF,Devoicing,251,Voicing,0
6920,1,373,4,0,2698,d,A1CH1PHXP9V5BL,*DF,Devoicing,253,Voicing,0
6921,1,463,4,0,3175,ng,A1CH1PHXP9V5BL,*NF,Devoicing,254,Place,1
6922,0,352,4,0,2062,d,A1CH1PHXP9V5BL,*DF,Devoicing,255,Voicing,0
6925,1,421,4,0,1749,ng,A1CH1PHXP9V5BL,*NF,Devoicing,258,Place,0
6926,0,397,4,0,2431,b,A1CH1PHXP9V5BL,*DF,Devoicing,259,Voicing,1
6927,0,406,4,0,3223,n,A1CH1PHXP9V5BL,*NF,Devoicing,260,Place,0
6928,0,388,4,0,1758,b,A1CH1PHXP9V5BL,*DF,Devoicing,261,Voicing,0
6929,1,433,4,0,1275,ng,A1CH1PHXP9V5BL,*NF,Devoicing,262,Place,1
6931,1,409,4,0,1936,ng,A1CH1PHXP9V5BL,*NF,Devoicing,264,Place,1
6932,0,379,4,0,1358,b,A1CH1PHXP9V5BL,*DF,Devoicing,265,Voicing,1
6933,1,430,4,0,1507,n,A1CH1PHXP9V5BL,*NF,Devoicing,266,Place,1
6935,1,424,4,0,1367,n,A1CH1PHXP9V5BL,*NF,Devoicing,268,Place,0
6936,1,382,4,0,1469,b,A1CH1PHXP9V5BL,*DF,Devoicing,269,Voicing,1
6937,1,436,4,0,1371,n,A1CH1PHXP9V5BL,*NF,Devoicing,270,Place,1
6940,0,355,4,0,2429,d,A1CH1PHXP9V5BL,*DF,Devoicing,273,Voicing,0
6941,0,460,4,0,2348,n,A1CH1PHXP9V5BL,*NF,Devoicing,274,Place,0
6942,0,394,4,0,2140,b,A1CH1PHXP9V5BL,*DF,Devoicing,275,Voicing,0
6944,1,364,4,0,2124,d,A1CH1PHXP9V5BL,*DF,Devoicing,277,Voicing,1
6945,1,418,4,0,1541,n,A1CH1PHXP9V5BL,*NF,Devoicing,278,Place,0
6946,1,385,4,0,3288,b,A1CH1PHXP9V5BL,*DF,Devoicing,279,Voicing,1
6947,1,412,4,0,1975,n,A1CH1PHXP9V5BL,*NF,Devoicing,280,Place,1
6948,0,400,4,0,4210,b,A1CH1PHXP9V5BL,*DF,Devoicing,281,Voicing,1
6949,1,448,4,0,1763,n,A1CH1PHXP9V5BL,*NF,Devoicing,282,Place,1
6950,0,376,4,0,2493,b,A1CH1PHXP9V5BL,*DF,Devoicing,283,Voicing,0
6951,1,457,4,0,4290,ng,A1CH1PHXP9V5BL,*NF,Devoicing,284,Place,0
6952,1,361,4,0,1481,d,A1CH1PHXP9V5BL,*DF,Devoicing,285,Voicing,1
6953,1,442,4,0,1483,n,A1CH1PHXP9V5BL,*NF,Devoicing,286,Place,1
6954,1,370,4,0,1918,d,A1CH1PHXP9V5BL,*DF,Devoicing,287,Voicing,1
6955,1,451,4,0,1324,ng,A1CH1PHXP9V5BL,*NF,Devoicing,288,Place,0
7687,1,400,1,1,17049,b,A1F2OWF3U40A37,*DF,PlaceAssimilation,89,Voicing,0
7689,1,370,1,1,7851,d,A1F2OWF3U40A37,*DF,PlaceAssimilation,91,Voicing,1
7690,0,430,1,1,3608,n,A1F2OWF3U40A37,*NF,PlaceAssimilation,92,Place,1
7694,0,421,1,1,5615,ng,A1F2OWF3U40A37,*NF,PlaceAssimilation,96,Place,0
7695,1,361,1,1,3740,d,A1F2OWF3U40A37,*DF,PlaceAssimilation,97,Voicing,0
7696,0,457,1,1,4064,ng,A1F2OWF3U40A37,*NF,PlaceAssimilation,98,Place,0
7697,1,385,1,1,6214,b,A1F2OWF3U40A37,*DF,PlaceAssimilation,99,Voicing,1
7698,0,436,1,1,5858,n,A1F2OWF3U40A37,*NF,PlaceAssimilation,100,Place,1
7699,1,373,1,1,5860,d,A1F2OWF3U40A37,*DF,PlaceAssimilation,101,Voicing,0
7700,0,418,1,1,4070,n,A1F2OWF3U40A37,*NF,PlaceAssimilation,102,Place,0
7701,1,403,1,1,4444,b,A1F2OWF3U40A37,*DF,PlaceAssimilation,103,Voicing,0
7702,0,415,1,1,2854,ng,A1F2OWF3U40A37,*NF,PlaceAssimilation,104,Place,0
7703,1,391,1,1,5653,b,A1F2OWF3U40A37,*DF,PlaceAssimilation,105,Voicing,0
7704,0,445,1,1,2229,ng,A1F2OWF3U40A37,*NF,PlaceAssimilation,106,Place,0
7707,0,397,1,1,7231,b,A1F2OWF3U40A37,*DF,PlaceAssimilation,109,Voicing,0
7708,0,451,1,1,7083,ng,A1F2OWF3U40A37,*NF,PlaceAssimilation,110,Place,0
7709,1,394,1,1,9191,b,A1F2OWF3U40A37,*DF,PlaceAssimilation,111,Voicing,0
7710,0,424,1,1,2562,n,A1F2OWF3U40A37,*NF,PlaceAssimilation,112,Place,0
7712,0,448,1,1,3584,n,A1F2OWF3U40A37,*NF,PlaceAssimilation,114,Place,0
7713,1,349,1,1,2163,d,A1F2OWF3U40A37,*DF,PlaceAssimilation,115,Voicing,1
7714,0,412,1,1,3195,n,A1F2OWF3U40A37,*NF,PlaceAssimilation,116,Place,0
7715,1,355,1,1,3355,d,A1F2OWF3U40A37,*DF,PlaceAssimilation,117,Voicing,0
7716,0,454,1,1,2846,n,A1F2OWF3U40A37,*NF,PlaceAssimilation,118,Place,0
7717,1,388,1,1,2866,b,A1F2OWF3U40A37,*DF,PlaceAssimilation,119,Voicing,0
7718,0,439,1,1,6675,ng,A1F2OWF3U40A37,*NF,PlaceAssimilation,120,Place,0
7719,1,367,1,1,2939,d,A1F2OWF3U40A37,*DF,PlaceAssimilation,121,Voicing,1
7720,0,463,1,1,2867,ng,A1F2OWF3U40A37,*NF,PlaceAssimilation,122,Place,0
7721,1,346,1,1,1879,d,A1F2OWF3U40A37,*DF,PlaceAssimilation,123,Voicing,1
7722,1,409,1,1,3082,ng,A1F2OWF3U40A37,*NF,PlaceAssimilation,124,Place,1
7723,1,364,1,1,2706,d,A1F2OWF3U40A37,*DF,PlaceAssimilation,125,Voicing,0
7724,0,442,1,1,2983,n,A1F2OWF3U40A37,*NF,PlaceAssimilation,126,Place,1
7726,0,460,1,1,1687,n,A1F2OWF3U40A37,*NF,PlaceAssimilation,128,Place,1
7727,1,352,1,1,1797,d,A1F2OWF3U40A37,*DF,PlaceAssimilation,129,Voicing,1
7728,0,406,1,1,2270,n,A1F2OWF3U40A37,*NF,PlaceAssimilation,130,Place,1
7729,0,379,1,1,5311,b,A1F2OWF3U40A37,*DF,PlaceAssimilation,131,Voicing,0
7730,1,433,1,1,3609,ng,A1F2OWF3U40A37,*NF,PlaceAssimilation,132,Place,1
